# Station : SAINT-MALO
# Longitude : -2.028103
# Latitude : 48.640812
# Organisme fournisseur de données : Shom, CCI Ille-et-Vilaine, CR Bretagne
# Fuseau horaire : UTC
# Référence verticale : zero_hydrographique
# Unité : m
# Source 1 : Données brutes temps réel
# Source 2 : Données brutes temps différé
# Source 3 : Données validées temps différé
# Source 4 : Données horaires validées
# Source 5 : Données horaires brutes
# Source 6 : Pleines et basses mers
# Date;Valeur;Source
19/01/2021 22:00:00;10.255;4
19/01/2021 23:00:00;9.952;4
20/01/2021 00:00:00;9.019;4
20/01/2021 01:00:00;7.747;4
20/01/2021 02:00:00;6.391;4
20/01/2021 03:00:00;5.213;4
20/01/2021 04:00:00;4.418;4
20/01/2021 05:00:00;4.153;4
20/01/2021 06:00:00;4.688;4
20/01/2021 07:00:00;5.995;4
20/01/2021 08:00:00;7.633;4
20/01/2021 09:00:00;9.265;4
20/01/2021 10:00:00;10.12;4
20/01/2021 11:00:00;10.106;4
20/01/2021 12:00:00;9.463;4
20/01/2021 13:00:00;8.363;4
20/01/2021 14:00:00;7.101;4
20/01/2021 15:00:00;5.861;4
20/01/2021 16:00:00;4.873;4
20/01/2021 17:00:00;4.378;4
20/01/2021 18:00:00;4.586;4
20/01/2021 19:00:00;5.531;4
20/01/2021 20:00:00;6.963;4
20/01/2021 21:00:00;8.593;4
20/01/2021 22:00:00;9.788;4
20/01/2021 23:00:00;10.102;4
21/01/2021 00:00:00;9.601;4
21/01/2021 01:00:00;8.583;4
21/01/2021 02:00:00;7.329;4
21/01/2021 03:00:00;6.293;4
21/01/2021 04:00:00;5.378;4
21/01/2021 05:00:00;4.921;4
21/01/2021 06:00:00;4.98;4
21/01/2021 07:00:00;5.554;4
21/01/2021 08:00:00;6.62;4
21/01/2021 09:00:00;7.943;4
21/01/2021 10:00:00;9.004;4
21/01/2021 11:00:00;9.422;4
21/01/2021 12:00:00;9.251;4
21/01/2021 13:00:00;8.651;4
21/01/2021 14:00:00;7.876;4
21/01/2021 15:00:00;6.892;4
21/01/2021 16:00:00;5.973;4
21/01/2021 17:00:00;5.311;4
21/01/2021 18:00:00;5.087;4
21/01/2021 19:00:00;5.344;4
21/01/2021 20:00:00;6.084;4
21/01/2021 21:00:00;7.12;4
21/01/2021 22:00:00;8.258;4
21/01/2021 23:00:00;8.965;4
22/01/2021 00:00:00;9.129;4
22/01/2021 01:00:00;8.802;4
22/01/2021 02:00:00;8.126;4
22/01/2021 03:00:00;7.24;4
22/01/2021 04:00:00;6.367;4
22/01/2021 05:00:00;5.666;4
22/01/2021 06:00:00;5.318;4
22/01/2021 07:00:00;5.43;4
22/01/2021 08:00:00;5.968;4
22/01/2021 09:00:00;6.807;4
22/01/2021 10:00:00;7.789;4
22/01/2021 11:00:00;8.552;4
22/01/2021 12:00:00;8.872;4
22/01/2021 13:00:00;8.72;4
22/01/2021 14:00:00;8.269;4
22/01/2021 15:00:00;7.579;4
22/01/2021 16:00:00;6.704;4
22/01/2021 17:00:00;5.967;4
22/01/2021 18:00:00;5.428;4
22/01/2021 19:00:00;5.28;4
22/01/2021 20:00:00;5.543;4
22/01/2021 21:00:00;6.212;4
22/01/2021 22:00:00;7.108;4
22/01/2021 23:00:00;8.012;4
23/01/2021 00:00:00;8.538;4
23/01/2021 01:00:00;8.682;4
23/01/2021 02:00:00;8.473;4
23/01/2021 03:00:00;8.023;4
23/01/2021 04:00:00;7.323;4
23/01/2021 05:00:00;6.592;4
23/01/2021 06:00:00;5.954;4
23/01/2021 07:00:00;5.523;4
23/01/2021 08:00:00;5.423;4
23/01/2021 09:00:00;5.764;4
23/01/2021 10:00:00;6.411;4
23/01/2021 11:00:00;7.251;4
23/01/2021 12:00:00;8.026;4
23/01/2021 13:00:00;8.532;4
